Title,IMDB_Rating,Reelgood_Rating,Genres,Year,Tags,Country,Source,Rated,Duration,Description,Director,Employees
I Am the Pretty Thing That Lives in the House,4.6,,"['Horror', 'Thriller']",2016,['Ghost'],America,Netflix,,PT1H29M,"A young nurse takes care of elderly author who lives in a haunted house.I Am the Pretty Thing That Lives in the House featuring Ruth Wilson and Paula Prentiss is streaming with subscription on Netflix. It's a horror and thriller movie with a less than average IMDb audience rating of 4.6 (14,534 votes).",Oz Perkins,"['Ruth Wilson', 'Paula Prentiss', 'Bob Balaban', 'Lucy Boynton', 'Brad Milne', 'Daniel Chichagov', 'Erin Boyes', 'Beatrix Perkins', 'James Perkins', 'Robert Menzies', 'Rob Paris', 'Alphonse Ghossein', 'Ian Bricke', 'Matt Levin', 'Oz Perkins']"
Bastille Day,6.3,,"['Thriller', 'Action & Adventure']",2016,['Paris'],France,Netflix,18+ (R),PT1H32M,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.Bastille Day featuring Idris Elba and Richard Madden is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Prime Video, and 2 others. It's an action & adventure and thriller movie with an average IMDb audience rating of 6.3 (43,197 votes).",James Watkins,"['Idris Elba', 'Richard Madden', 'Charlotte Le Bon', 'Kelly Reilly', 'José Garcia', 'Anatol Yusef', 'Ériq Ebouaney', 'Alex Fondja', 'Arieh Worthalter', 'Thierry Godard', 'Vincent Londez', 'Stéphane Caillard', 'Mohamed Makhtoumi', 'Théo Costa Marini', 'Jérôme Gaspard', 'Ines Boughanmi', 'Jorge Leon Martinez', 'Valeria Ragonese', 'Tugba Tirpan', 'Daniel Westwood', 'Bard Dorros', 'David Kanter', 'Philippe Rousselet', 'Dan MacRae', 'Fabrice Gianfermi', 'Guy Stodel', 'Michael Dreyer', 'Olivier Courson', 'Ron Halpern', 'Steve Golin', 'Andrew Baldwin', 'James Watkins', 'Alex Heffes']"
Ludo,2.8,,"['Mystery', 'Horror']",2015,[],India,Netflix,,PT1H30M,"Needing a secluded place for a late-night tryst, two couples stow away in a mall after hours, but are quickly ensnared in a gruesome and deadly game.Ludo featuring Kamalika Banerjee and Joyraj Bhattacharya is streaming with subscription on Netflix. It's a horror and mystery movie with a very low IMDb audience rating of 2.8 (838 votes).",Nikon Basu,"['Qaushiq Mukherjee', 'Kamalika Banerjee', 'Joyraj Bhattacharya', 'Soumendra Bhattacharya', 'Ananya Biswas', 'Ranodeep Bose', 'Murari Mukherjee', 'Rii Sen', 'Subholina Sen', 'Tillotama Shome', 'Qaushiq Mukherjee']"
Yoo Byung Jae: Too Much Information,5.3,,"['Stand-up & Talk', 'Comedy']",2018,[],South Korea,Netflix,,PT1H3M,"""Saturday Night Live Korea"" writer-turned-comedian Yoo Byung-jae lays bare his childhood memories and philosophy on sex in his first stand-up venture.Yoo Byung Jae: Too Much Information featuring Yoo Byung-jae and Yang Hyun-suk is streaming with subscription on Netflix. It's a Comedy and Stand up & Talk movie with a less than average IMDb audience rating of 5.3 (53 votes).",Yoo Byung-jae,"['Yoo Byung-jae', 'Yang Hyun-suk', 'Chung Yeong-joon', 'Ryu Kyu-sun', 'Yang Hyun-suk', 'Yoo Byung-jae']"
Phil Wang: Philly Philly Wang Wang,6,,"['Stand-up & Talk', 'Comedy']",2021,[],United Kingdom,Netflix,,PT1H3M,"Phil Wang explores race, romance, politics and his mixed British-Malaysian heritage in this special filmed at the London Palladium.Phil Wang: Philly Philly Wang Wang featuring Phil Wang is streaming with subscription on Netflix. It's a Comedy and Stand up & Talk movie with an average IMDb audience rating of 6.0 (577 votes).",Barbara Wiltshire,"['Phil Wang', 'Phil Wang']"
No Other Woman,5.9,,"['Romance', 'Drama']",2011,[],Philippines,Netflix,16+,PT1H44M,"Furniture supplier Ram is happily married to Charmaine. One day, Ram lands a big client, a new luxury resort. But he needs the help of Kara, the daughter of the owner of the resort, to finalize the deal. Kara's help, however, comes with a price, because she fancies Ram to be her lover. Not before long, Kara successfully seduces Ram, even though she knows about his marriage. When Charmaine learns of the affair, she finds ways to fight for her husband's waning attention.No Other Woman featuring Anne Curtis and Derek Ramsay is streaming with subscription on Netflix, and available for rent or purchase on Prime Video. It's a drama and romance movie with an average IMDb audience rating of 5.9 (309 votes).",Ruel S. Bayani,"['Anne Curtis', 'Derek Ramsay', 'Cristine Reyes', 'Tirso Cruz III', 'Carmi Martin', 'John Arcilla', 'Marlann Flores', 'Ron Morales', 'KitKat', 'Ricci Chan', 'Niña Dolino', 'Kat Alano', 'Melvin Lee', 'Paul Jake Castillo', 'Malou Crisologo', 'Johnny Revilla', 'Matt Evans', 'Fonz Deza', 'Via Antonio', 'Antonette Garcia', 'Charo Santos-Concio', 'Malou N. Santos', 'Keiko Aquino', 'Ricardo Fernando III']"
Ainu Mosir,6.6,,['Drama'],2020,[],China,Netflix,,PT1H28M,"Kanto, 14, a descendant of Japan's indigenous Ainu people, decides to visit a hole in the forest -- a path to the other side of the world where dead people live, hoping to see his deceased father.Ainu Mosir featuring Kanto Shimokura and Debo Akibe is streaming with subscription on Netflix. It's a drama movie with an average IMDb audience rating of 6.6 (236 votes).",Takeshi Fukunaga,"['Kanto Shimokura', 'Debo Akibe', 'Emi Shimokura', 'Toko Miura', 'Lily Franky', 'Eric Nyari', 'Harue Miyake', 'Takeshi Fukunaga']"
A Go! Go! Cory Carson Summer Camp,5.4,,"['Animation', 'Family']",2020,[],America,Netflix,,PT20M,"Cory's spending the summer at Camp Friendship with his best friend, Freddie. But jealousy flares when Freddie brings his cousin Rosie along for the ride.A Go! Go! Cory Carson Summer Camp featuring Alan C. Lim is streaming with subscription on Netflix. It's an animation and family movie with a less than average IMDb audience rating of 5.4 (36 votes).",Alex Woo,"['Stanley Moore', 'Alan C. Lim', 'Timothy Hahn', 'Alex Woo', 'Stanley Moore', 'Tone Thyne', 'Citlalli Anderson', 'Jason Heaton', 'Zachary Maxwell Shore']"
The Land of Cards,5.5,,['Fantasy'],2013,[],India,Netflix,,PT1H50M,"Director Q returns with this psychedelic take on Nobel Laureate Rabindranath Tagore's namesake play. A prince and his friend, trapped in a crumbling palace, invoke an Oracle who passes on a message of liberation. They flee the palace, and shipwrecked on a paradise island encounter a strange culture. The islanders are all soldiers who call themselves the cards, and live by a code of rules that outlaws any human behaviour. Thanks to the new arrivals, the land of cards sees dissent for the first time.The Land of Cards featuring Anubrata Basu and Joyraj Bhattacharya is streaming with subscription on Netflix. It's a fantasy movie with an average IMDb audience rating of 5.5 (408 votes).",Qaushiq Mukherjee,"['Anubrata Basu', 'Joyraj Bhattacharya', 'Soumyak Kanti DeBiswas', 'Sayani Gupta', 'Rii Sen', 'Imaad Shah', 'Tillotama Shome', 'Maya Tideman', 'Tinu Verghese', 'Sikaan de Rouge', 'Deborshi Barat', 'Audrey Miras', 'Christina Britto', 'Roxane Hauzeur', 'Arijit Dutta', 'Nino Jayakodi', 'Nalin Lusena', 'Wathsala Ranasinghe', 'Anurag Kashyap', 'Benoit Roland', 'Celine Loop', 'Dipankar Chaki', 'Guneet Monga', 'Nina Lath Gupta', 'Qaushiq Mukherjee', 'Tanaji Dasgupta', 'Vikramjit Roy', 'Qaushiq Mukherjee', 'Rabindranath Tagore', 'Surojit Sen']"
Schubert in Love,5,,"['Drama', 'Comedy']",2016,['Doctor'],Germany,Netflix,,PT1H34M,Olaf tries to make his dreams reality and thereby always gets into trouble with his surroundings. He meets his biggest obstacle yet when his father pressures him into having a child. Finding a woman becomes difficult when Olaf realizes that they have something he doesn't have: feelings.Schubert in Love featuring Olaf Schubert and Marie Leuenberger is streaming with subscription on Netflix. It's a comedy and drama movie with a less than average IMDb audience rating of 5.0 (363 votes).,Lars Büchel,"['Olaf Schubert', 'Marie Leuenberger', 'Mario Adorf', 'Hildegard Schroedter', 'Ramona Kunze-Libnow', 'Jochen Barkas', 'Bert Stephan', 'Imke Büchel', 'Martina Hill', 'Michael Specht', 'Katrin Hansmeier', 'Luise Wolfram', 'Susann Uplegger', 'Frieder Venus', 'Bernd T. Hoefflin', 'Ulf Israel', 'Olaf Schubert', 'Stephan Ludwig', 'Max Berghaus']"
Rush,8.1,,"['Action & Adventure', 'Drama']",2013,"['Based On True Story', 'Sports', 'Racing']",Germany,Netflix,18+ (R),PT2H3M,"A biographical drama centered on the rivalry between Formula 1 drivers James Hunt and Niki Lauda during the 1976 Formula One motor-racing season.Rush featuring Chris Hemsworth and Daniel Brühl is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent on Google Play, and 3 others. It's an action & adventure and drama movie with a high IMDb audience rating of 8.1 (469,120 votes).",Ron Howard,"['Chris Hemsworth', 'Daniel Brühl', 'Olivia Wilde', 'Alexandra Maria Lara', 'Pierfrancesco Favino', 'David Calder', 'Natalie Dormer', 'Stephen Mangan', 'Christian McKay', 'Alistair Petrie', 'Colin Stinton', 'Julian Rhind-Tutt', 'Jamie de Courcey', 'Augusto Dallara', 'Ilario Calvo', 'Patrick Baladi', 'Vincent Riotta', 'Martin Savage', 'Jamie Sives', 'Simon Taylor', 'Rob Austin', 'Andrew Eaton', 'Brian Grazer', 'Brian Oliver', 'Eric Fellner', 'Peter Morgan', 'Ron Howard', 'Guy East', 'Nigel Sinclair', 'Tim Bevan', 'Tobin Armbrust', 'Todd Hallowell', 'Tyler Thompson', 'Peter Morgan', 'Hans Zimmer']"
3 Ninjas Kick Back,4.5,,"['Action & Adventure', 'Comedy']",1994,['Heroism'],Japan,Netflix,7+ (PG),PT1H33M,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.3 Ninjas Kick Back featuring Victor Wong and Max Elliott Slade is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Prime Video, and 2 others. It's an action & adventure and comedy movie with a less than average IMDb audience rating of 4.5 (9,253 votes).",Charles T. Kanganis,"['Victor Wong', 'Max Elliott Slade', 'Sean Fox', 'J. Evan Bonifant', 'Caroline Junko King', 'Dustin Nguyen', 'Alan McRae', 'Margarita Franco', 'Jason Schombing', 'Angelo Tiffe', 'Sab Shimono', 'Don Stark', 'Kellye Nakahara', 'Scott Caudill', 'Tommy Clark', 'Jeremy Linson', 'Brian Wagner', 'Maital Sabban', 'Gino Dentie', 'Marcus Giamatti', 'Jill Ito', 'Mark Saltzman']"
Villain,5.9,,"['Crime', 'Mystery']",2020,[],United Kingdom,Netflix,18+ (R),PT1H37M,"After 10 years, Eddie Franks is out of prison and trying to stay on the straight and narrow, but his drug-mule brother, Sean has other ideas. Rival gangster brothers demand Sean repay his debt to them, causing Eddie to get tangled in the crossfire, and he ends up using his life savings to calling in favours with mobster friends to try and help.Villain featuring Craig Fairbrass and Robert Glenister is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Google Play, and 3 others. It's a crime and mystery movie with an average IMDb audience rating of 5.9 (3,298 votes) and was well received by critics.",Philip Barantini,"['Craig Fairbrass', 'Robert Glenister', 'Nicholas Aaron', 'Izuka Hoyle', 'Jade Asha', 'Tomi May', 'Mark Monero', 'Lee Nicholas Harris', 'Michael John Treanor', 'Eloise Lovell Anderson', 'Cassie Bancroft', 'George Russo', 'Jennifer Matter', 'Taz Skylar', 'Jamie Crew', 'Stephanie Fayerman', 'Hester Ruoff', 'Daniel Larkai', 'Jim Quirke', 'Mark Mooney', 'Andreina Sambucetti', 'Bart Ruspoli', 'George Russo', 'Greg Hall', 'Ian Kirk', 'Jason Moring', 'Mark Padilla', 'Philip Barantini', 'Sara Sehdev', 'Stanley Preschutti', 'George Russo', 'Greg Hall']"
LEGO Jurassic World: The Indominus Escape,5.7,,"['Comedy', 'Animation']",2016,['Dog'],America,Netflix,7+ (PG),PT24M,"The scientists of Jurassic World create a captivating and terrifying new creature that loves hot dogs. But what happens when the hot dogs run out?LEGO Jurassic World: The Indominus Escape featuring Bryce Dallas Howard and A.J. LoCascio is streaming with subscription on Netflix, and available for purchase on VUDU. It's an animation and comedy movie with an average IMDb audience rating of 5.7 (925 votes).",Michael D. Black,"['Bryce Dallas Howard', 'A.J. LoCascio', 'Sendhil Ramamurthy', 'Fred Tatasciore', 'Jake Johnson', 'Lauren Lapkus', 'Zachary Levi', 'BD Wong', 'David Gunning']"
Malibu Rescue: The Next Wave,4.8,,"['Action & Adventure', 'Comedy']",2020,[],,Netflix,,PT1H10M,"It’s summer again, and everyone’s favorite Junior Rescuers, The Flounders, are back at Tower 2. With the International Junior Rescue Championships headed to Southern California, the eyes of the entire planet are on Malibu Beach. But when Team USA falls victim to a bout of food poisoning, it’s up to Tyler, Dylan, Eric, Lizzie and Gina to represent their country in the world's most extreme lifeguard challenge!Malibu Rescue: The Next Wave featuring Jackie R. Jacobson and Jeremy Howard is streaming with subscription on Netflix. It's an action & adventure and comedy movie with a less than average IMDb audience rating of 4.8 (830 votes).",Savage Steve Holland,"['Jackie R. Jacobson', 'Jeremy Howard', 'Breanna Yde', 'Abby Donnelly', 'Ricardo Hurtado', 'JT Neal', 'Kirrilee Berger', 'Alkoya Brunson', 'Lauren Gaw', 'Ella McKenzie', 'Nate Richman', 'Paulina Alvarez', 'Camaron Engels', 'Molly Haldeman', 'Katherine Klosterman', 'Ella Gross', 'Carlos Sanson Jr.', 'Michael Mourra']"
The Call,6.7,,"['Thriller', 'Drama']",2013,"['Kidnapping', 'Suspense', 'Serial Killer']",America,Netflix,18+ (R),PT1H34M,"Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice.The Call featuring Halle Berry and Abigail Breslin is streaming with subscription on Netflix, free on Tubi, available for rent or purchase on iTunes, and 4 others. It's a drama and thriller movie with a better than average IMDb audience rating of 6.7 (121,011 votes).",Brad Anderson,"['Halle Berry', 'Abigail Breslin', 'Morris Chestnut', 'Michael Eklund', 'David Otunga', 'Michael Imperioli', 'Justina Machado', 'José Zúñiga', 'Roma Maffia', 'Evie Thompson', 'Denise Dowse', 'Ella Rae Peck', 'Jenna Lamia', 'Ross Gallo', 'Tara Platt', 'Sammy Busby', 'Michael Linstroth', 'Lisa Grady', 'Rakefet Abergel', 'Jay Potter', 'Teresa Jelks-Kirkley', 'Bradley Gallo', 'Jeffrey Graup', 'Michael A. Helfant', 'Michael Luisi', 'Robert Stein', 'Dale Rosenbloom', 'Guy J. Louthan', 'Philip M. Cohen', 'William Gallo II', ""Richard D'Ovidio"", 'John Debney']"
After We Collided,5,,"['Romance', 'Drama']",2020,"['Dating', 'Teen', 'Adaptation']",America,Netflix,18+ (R),PT1H45M,"Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.After We Collided featuring Josephine Langford and Hero Fiennes Tiffin is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Google Play, and 3 others. It's a drama and romance movie with a less than average IMDb audience rating of 5.0 (29,698 votes).",Roger Kumble,"['Josephine Langford', 'Hero Fiennes Tiffin', 'Dylan Sprouse', 'Louise Lombard', 'Charlie Weber', 'Candice King', 'Shane Paul McGhie', 'Rob Estes', 'Inanna Sarkis', 'Selma Blair', 'Samuel Larsen', 'Khadijha Red Thunder', 'Max Ragone', 'Dylan Arnold', 'Karimah Westbrook', 'John Jackson Hunter', 'Pia Mia', 'Ariel Yasmine', 'Stefan Rollins', 'Clay Neal', 'Constance Payne', 'Anna Todd', 'Aron Levitz', 'Brian Pitt', 'Courtney Solomon', 'Jennifer Gibgot', 'Mark Canton', 'Michael Wexler', 'Nicolas Chartier', 'Andrew Panay', 'Eric Lehrman', 'Jonathan Deckter', 'Vassal Benford', 'Anna Todd', 'Mario Celya']"
True: Tricky Treat Day,7.1,,"['Action & Adventure', 'Animation']",2019,[],,Netflix,,PT1H30M,It's up to True and her friends to save the day when a hungry Yeti sneaks a forbidden treat and fills the kingdom with Howling Greenies.True: Tricky Treat Day is streaming with subscription on Netflix. It's an action & adventure and animation movie with a better than average IMDb audience rating of 7.1 (360 votes).,,[]
Romina,2.3,,"['Horror', 'Thriller']",2018,[],Mexico,Netflix,,PT1H14M,"A shocking assault inspires horrific violence when a group of teens encounters a girl from their school while camping in a remote spot.Romina featuring Francisca Lozano and Roberto Beck is streaming with subscription on Netflix. It's a horror and thriller movie with a very low IMDb audience rating of 2.3 (2,306 votes).",Diego Cohen,"['Francisca Lozano', 'Roberto Beck', 'Walter Bercht', 'Victor Bonilla', 'Diego Cohen', 'Oliver Nava', 'Eduardo Negrete', 'Arantza Ruíz', 'Claudia Zepeda', 'Adriana Ortega', 'Alvaro González Kuhn', 'Diego Cohen', 'Diego Cohen']"
